"A[0,1]",b[0],x
-3.58011836304222,-1.0747348951529998,"[-0.6225985631806983, 0.20581174070729158]"
-3.0599683042976253,-1.3275939124010678,"[-0.6723818270176939, 0.3146014325396421]"
-3.3715551907085337,-1.3563744872580084,"[-0.6522733860006303, 0.2973003363700849]"
-2.8923837884960975,-1.468139309824904,"[-0.6997323418679915, 0.3762888587870941]"
-2.5406992309924687,-1.316264874856941,"[-0.7233018583219207, 0.36356346515278454]"
-2.220184233545165,-1.437792846056353,"[-0.7889691761395766, 0.454734153131791]"
-3.520487963502518,-1.4926737473833356,"[-0.6518897063881616, 0.323498333079142]"
-3.1678701415056136,-1.3197113760726695,"[-0.663507732916704, 0.30291776257960296]"
-2.5031383456653944,-1.2460476686546529,"[-0.719566995406301, 0.34177705090028493]"
-2.844314128727422,-0.9914729292993867,"[-0.6591766458985103, 0.22280109784910576]"
-3.5226442091734236,-1.3186309162034533,"[-0.6407301702947046, 0.27561279039972525]"
-1.9722103819184322,-1.013429066492261,"[-0.7630304799293611, 0.3038760963554141]"
-2.483057527374503,-1.2249945893239558,"[-0.7194755855433793, 0.33608233573025126]"
-2.320151882758996,-0.799166878414536,"[-0.681854633575895, 0.18494572740798423]"
-2.8368200810583755,-1.2902439361578257,"[-0.6883863420451722, 0.3231203384233924]"
-2.785924755890766,-0.8304729495774957,"[-0.6476462764160198, 0.17192648030985688]"
-1.9911327695915788,-1.4740506960891744,"[-0.8448197670351645, 0.5100310385428939]"
-1.9354122276140615,-1.3139819507684178,"[-0.8281064635546, 0.446696373087862]"
-2.441104416621014,-1.0599025298886815,"[-0.7037829636234031, 0.27771717020118414]"
-2.1513397952697475,-1.4701122725775704,"[-0.8076267735584254, 0.4796020325709414]"
-3.3334549016657715,-0.888726981560315,"[-0.6217941097624717, 0.16537169329345736]"
-3.2234802572422083,-0.9391886320933216,"[-0.630938923215857, 0.1851283385410911]"
-3.760796156727776,-1.1620972232073281,"[-0.6196877136102501, 0.219573861146936]"
-2.4034425548361438,-1.2552624357625572,"[-0.733694843983565, 0.3565978158933712]"
-2.6948886707135125,-1.0882772886620522,"[-0.6812435802678352, 0.26663224875742575]"
-3.508845487846796,-1.4671848425885272,"[-0.6509896332000971, 0.3174467459155965]"
-2.618396167661965,-1.013724143138411,"[-0.6801762876430166, 0.2461699048060238]"
-2.629857977899831,-0.8615477962417124,"[-0.6622889797156437, 0.19092362281020006]"
-2.78294651899839,-1.0373510307711067,"[-0.6684191463202236, 0.24239711456840146]"
-2.5881956152181678,-1.4632659666194483,"[-0.7342484419771849, 0.411392954481919]"
-3.2927626835926276,-1.2186698391622162,"[-0.6475297016919833, 0.26337591845574426]"
-2.6038551035461404,-1.3283599397489672,"[-0.7169921897705301, 0.36070553327335086]"
-3.242127686053076,-0.7717941048573965,"[-0.617518013023593, 0.134679144141105]"
-3.4601131429206484,-1.1847333139888758,"[-0.6355323906726494, 0.2427114858158342]"
-2.610707877663688,-1.1818666497945567,"[-0.6997476638997372, 0.30723116362742586]"
-3.2211755038694947,-1.207575332800924,"[-0.6512584475994789, 0.2651566724335474]"
-2.343138806182159,-0.982753381977673,"[-0.7048145835404138, 0.256163897568419]"
-2.3149422003393965,-1.1642022145511692,"[-0.7335979546650521, 0.330917432553248]"
-3.763015715652245,-0.8854797141544789,"[-0.6041700815774459, 0.1481728990152304]"
-3.6760159439700173,-1.278697547130691,"[-0.6302488651310693, 0.25479785471614114]"
-2.6371217043025688,-0.9073372369045518,"[-0.666756031254384, 0.20684181474045696]"
-3.4955650442911144,-0.9896961087457882,"[-0.6211114908814409, 0.18669333284745285]"
-3.7330450135091913,-1.3749451130735675,"[-0.6329460554038154, 0.27629009870876886]"
-1.9270719830683967,-1.3399631573124924,"[-0.8351953927364422, 0.46011536898053534]"
-3.6007323414438916,-1.249349067374616,"[-0.6322650277962677, 0.251670541890131]"
-3.4024116674397518,-1.2943035475663618,"[-0.6461171809285032, 0.27734290194112493]"
-2.368538044295194,-1.3446370843214153,"[-0.750584493140469, 0.3957168660505107]"
-2.203081898877735,-0.800207291791994,"[-0.6942005252084963, 0.1922044178419]"
-3.611586260497697,-1.1111449385095071,"[-0.623372414205764, 0.2139836586286492]"
-3.4322448833354198,-1.3476408712613057,"[-0.6478946367565589, 0.2901912304830808]"
-2.886300077857838,-1.270955527618908,"[-0.6820458133990609, 0.31209058069206375]"
-1.9517574274465035,-1.004114576682638,"[-0.7649068488996172, 0.3017663606403967]"
-2.099093017900472,-1.4396594778126073,"[-0.8136798548196245, 0.4754667521196822]"
-1.9091619440453176,-1.1491634945926459,"[-0.8016332504090344, 0.37403377050218617]"
-2.3186254487017837,-0.8376876814572555,"[-0.6873950180490099, 0.2003842552411669]"
-2.6318022340397595,-1.1801433643280854,"[-0.6973362001134185, 0.3046111532201545]"
-2.9767773383825302,-1.117450876095039,"[-0.660871418985546, 0.2548979525653208]"
-3.121074990395829,-0.9059628052931723,"[-0.6339080690576983, 0.18004061653677553]"
-3.0241143040655154,-1.2712263067823275,"[-0.6705027175786265, 0.30002922147155525]"
-2.127295717200075,-0.9776403285944538,"[-0.7319712083288528, 0.2728232501778876]"
-3.6699112059251418,-1.3385766015237601,"[-0.6340527546127912, 0.2709689953711895]"
-3.380437876198287,-1.351128008938227,"[-0.6513471723476331, 0.29511582132187536]"
-3.068272484483934,-1.4405116995884053,"[-0.6810472122361695, 0.349018940815229]"
-2.852168492134189,-1.0801586037771744,"[-0.6670128029346488, 0.25179054095755954]"
-3.512316594942228,-0.7722322473587984,"[-0.6064999796521798, 0.12614607971650868]"
-2.279097007328492,-0.788176071902997,"[-0.6843828918884882, 0.1828527709581026]"
-2.4735999016872103,-1.0973184867527772,"[-0.7048092769510277, 0.2889697535488234]"
-3.3940432269727876,-0.8093104429928707,"[-0.6136131455496537, 0.14032897832720778]"
-3.5865343650769343,-1.0643252027583545,"[-0.6216687919679008, 0.20268182120561126]"
-2.1699081838050547,-1.132262759984331,"[-0.75040965178348, 0.33411138090378983]"
-3.641397972432193,-1.427463104642104,"[-0.64081036147672, 0.2964999910255902]"
-2.2754586900589997,-1.45051810105057,"[-0.7807037580716181, 0.4512517709351767]"
-3.1613638405428297,-1.1741769199901428,"[-0.6526308507275417, 0.25937315621796486]"
-3.184666042159277,-1.0085209809808575,"[-0.6383538003052097, 0.2078916876618215]"
-3.696204330640448,-0.956755557740987,"[-0.6106796565719376, 0.16917891362502804]"
-3.1481309654299863,-1.117535031798029,"[-0.6490607717734849, 0.2430866553888963]"
-2.630882831150339,-0.965073164297985,"[-0.6736537313014224, 0.22785482994518508]"
-2.664062788085218,-1.5185376140728664,"[-0.7305666160113475, 0.421174508413812]"
-2.7114559451582925,-0.9789484711685903,"[-0.668317670679036, 0.2272693096237006]"
-3.2087095489188786,-1.5064648322960474,"[-0.6747334819503232, 0.3553656056717826]"
-2.769327968296148,-1.05748569030123,"[-0.6715544900499087, 0.2502452654892105]"
-1.9153049877604948,-1.3609513986502237,"[-0.8422627821293105, 0.4718976776504265]"
-2.558418161485204,-1.2043969702205815,"[-0.7080687778428284, 0.3205515863545244]"
-2.2117551276325234,-0.8543302012231306,"[-0.7015085697158234, 0.21412798539659875]"
-1.9396986684519313,-1.240511852156634,"[-0.8128603606223447, 0.41209807121022984]"
-3.23814372831888,-0.7968748523357256,"[-0.6195652563786965, 0.1422471213262029]"
-3.694131756023258,-0.8363945439461739,"[-0.6038050235900496, 0.13770215567080174]"
-3.5980411579971783,-1.1015504389060038,"[-0.623414347793418, 0.21211630151802016]"
-2.43361948122394,-0.9031256999350457,"[-0.684577903761861, 0.2184330771141543]"
-2.427849992620986,-1.378966840687545,"[-0.7462848214442526, 0.40115072310758426]"
-3.5252531058046155,-0.8826208357171063,"[-0.6130024442987851, 0.155995737636578]"
-2.647175207034151,-1.3893457009747512,"[-0.7186089314776948, 0.3775092951633886]"
-3.593490667194137,-1.075436815828019,"[-0.6220324558485567, 0.20532669376860643]"
-2.8071050446429906,-1.1894173267084662,"[-0.6813502222128633, 0.2919827984277596]"
-3.698695815045072,-0.7961771653408893,"[-0.6013263067896714, 0.12702255906693047]"
-2.730801326385138,-0.78453156775197,"[-0.6467018534273675, 0.15876124742733133]"
-2.0233034091668176,-1.083896635794236,"[-0.7668969378182727, 0.32999336916830935]"
-2.3883524294998653,-0.9968546094256158,"[-0.7015496814922499, 0.25796057465093025]"
-1.8916080991061865,-0.9214617829867437,"[-0.7593422053834266, 0.26926404861418124]"
-3.500213114335291,-1.4979396754629994,"[-0.6534972917869348, 0.32662737657308394]"
-2.9397116713545453,-0.9516737204316635,"[-0.648790662808413, 0.2039499038419956]"
-2.262857487261587,-0.9557565781426569,"[-0.7105624471871412, 0.25194304804504836]"
-3.291120827903356,-1.1655372656352088,"[-0.643794691369316, 0.2479790250338413]"
-2.617646875241524,-1.3650771314270496,"[-0.7194610455977329, 0.3723199703463643]"
-3.574895995260646,-1.097971819384681,"[-0.6242686190812465, 0.21235888367062924]"
-3.0431510609661174,-0.7857713479672599,"[-0.6282732786515051, 0.14616001107054233]"
-2.465585034532654,-1.299795279307435,"[-0.7309970233953133, 0.3662657712522763]"
-2.07401805627013,-1.182411723505645,"[-0.7750142614623409, 0.3672997245970868]"
-1.9599119621538583,-1.2399973527440769,"[-0.808285501927779, 0.4088522957849988]"
-2.482339817327428,-1.2809330109701658,"[-0.72646041967677, 0.357186913818546]"
-3.1990233820518705,-1.0607694210547374,"[-0.6415153101552012, 0.22275491574693548]"
-2.6470159615473476,-0.9252460456035001,"[-0.6679033803741699, 0.212599074645972]"
-2.348904297577919,-0.7733776491327364,"[-0.6755440572326452, 0.17316069623520544]"
-2.032779512374017,-0.9623376580005185,"[-0.743580971875379, 0.274880802931483]"
-2.0905953396487647,-1.0206639466999086,"[-0.7446415218019637, 0.29490296213494493]"
-2.690101360181913,-0.8304349743796436,"[-0.6543455795370317, 0.17668491590795024]"
-3.369898045535732,-1.2286250387349495,"[-0.6435643849847115, 0.26094015016687455]"
-2.4295793951961002,-0.9101475826913107,"[-0.6858776831418463, 0.221396116158228]"
-2.534366098695408,-1.252412082906529,"[-0.7165247362866954, 0.3407285117598238]"
-2.554631516743883,-1.4776614492728997,"[-0.7404261038587121, 0.42112065806200255]"
-3.422702636892164,-1.2961473236769543,"[-0.6450290428161385, 0.2764099514011062]"
-3.082521233898726,-1.352884936710549,"[-0.6726663514969509, 0.3204542453134035]"
-2.944497019158672,-1.0267438262217619,"[-0.6551804846258769, 0.22793572207494878]"
-2.050064250724914,-0.8861751588861514,"[-0.7275401914645321, 0.2396585467175172]"
-3.140463120225629,-1.0978377470899205,"[-0.6480001877357394, 0.23759137659359716]"
-3.315550070555294,-1.1267348179980057,"[-0.6395822857494852, 0.23513826651932365]"
-2.626985831808495,-1.2694886068383884,"[-0.7077445051682656, 0.33702984593795954]"
-2.385148698022571,-0.8973985427469495,"[-0.6887039671871394, 0.2195320091155736]"
-2.659583728703978,-1.2363924804531279,"[-0.700572612553776, 0.32191839425158336]"
-3.486982758631843,-1.0990345964176969,"[-0.6285666126821415, 0.2173486625221548]"
-2.354572227739011,-0.8687682610604295,"[-0.6879926929604787, 0.21038736032955063]"
-2.488571729325996,-0.8957429784381175,"[-0.6783948158514822, 0.2119914917997495]"
-2.370087773220857,-1.1207701759675863,"[-0.7202717744849202, 0.307944393784806]"
-2.0188897632504887,-1.206960438649709,"[-0.7898618986625384, 0.3854973631165971]"
-3.4891990709593115,-1.4765626102325484,"[-0.6528175861707368, 0.3216374982593801]"
-3.551375722028822,-0.9568822995027115,"[-0.6165764404086438, 0.17521271957575751]"
-2.893367597237567,-0.966800505485175,"[-0.6533247581778144, 0.21159423268651095]"
-2.4915163771532742,-1.4066251816157422,"[-0.740668986528702, 0.4032243282232315]"
-2.657890904460285,-1.43773349222889,"[-0.7225886905345824, 0.3933799883692161]"
-2.060579501743131,-1.438272620801308,"[-0.8219293803494537, 0.4815076515312062]"
-3.1823613022278736,-0.9089530660131917,"[-0.6308174836835029, 0.178040088369753]"
-2.980761966553241,-1.3615143676115138,"[-0.6818812678765399, 0.3326113331682929]"
-3.1876128895660396,-0.8841316773465072,"[-0.628633313784029, 0.17033182438147412]"
-3.531005361205027,-1.0592507544130516,"[-0.6239064145396773, 0.2040881744082018]"
-2.732782550640995,-0.8520758432214928,"[-0.6535207897371835, 0.18200820317128846]"
-3.627298152851028,-0.9311976180871493,"[-0.6118817392907339, 0.16516687045057316]"
-3.4367179372691137,-0.9618653309734065,"[-0.6219913403266356, 0.1816530768555064]"
-3.753210432366312,-0.8151070011284849,"[-0.60057203434131, 0.1303302920235014]"
-2.693459130324504,-1.0969712237200626,"[-0.6822941648500672, 0.2697898649570677]"
-1.9188631878493247,-1.286610695731585,"[-0.8266889536232483, 0.43668548206981644]"
-2.36001061645913,-1.2646440474457503,"[-0.7410473976350962, 0.36544475740991966]"
-2.735571229433303,-1.260991764186446,"[-0.695325932349548, 0.3230095936270229]"
-2.452707558068539,-0.9893490291665851,"[-0.6935840934995977, 0.24989459781028134]"
-1.9185610967843922,-1.230414259470888,"[-0.815664005419189, 0.4105821072710331]"
-2.2729215698608902,-1.2791858478913372,"[-0.7562867897693819, 0.3822060581124287]"
-3.000789237554381,-1.4075434442140677,"[-0.6841168541793315, 0.34532613945100243]"
-2.979719191696906,-1.254927713581483,"[-0.672662451579752, 0.29863616398394327]"
-2.4989319918577846,-0.9586618021155744,"[-0.6850972136194198, 0.23483522142441227]"
-3.43009733647797,-0.9485067313413441,"[-0.6214076123893003, 0.17820153078284967]"
-2.8015040996811873,-0.7661100901515361,"[-0.640285544667406, 0.149421979156324]"
-3.6969133809389993,-1.1360574403463468,"[-0.6209980068568306, 0.21613208888838611]"
-1.9611890038288722,-1.2333077825517373,"[-0.8067362991362198, 0.40560381293177267]"
-3.410353648135272,-1.4176465387113515,"[-0.6539584569870941, 0.3116163631457069]"
-2.4594504693826593,-1.0082108549738218,"[-0.6952438823565562, 0.25651233110847943]"
-3.5888878578172645,-1.3833313942803063,"[-0.6410568310526561, 0.28850413547228143]"
-3.360905381792816,-1.0064323483812487,"[-0.6286858224264941, 0.19793002663793177]"
-2.7415618759948384,-1.3119685325907138,"[-0.6999397597730518, 0.3399844641196791]"
-2.5909335598593985,-0.8930228966373617,"[-0.669003493019881, 0.20453358446076303]"
-3.654034941387631,-0.8520842906230779,"[-0.6061594851770067, 0.1431573092085573]"
-2.9000658187842667,-0.949122554957345,"[-0.6512321980489977, 0.2054014232102937]"
-2.827184364721821,-0.9574753011228225,"[-0.65717759297285, 0.212509534544224]"
-3.049339225534802,-0.833519408131657,"[-0.631939982701101, 0.16086928242716658]"
-2.9967321325026544,-1.0224127099750044,"[-0.651199484836638, 0.22323835649395518]"
-3.109675075181367,-1.3262673449123372,"[-0.6683809954706706, 0.3098443415350559]"
-2.763180659495306,-0.9354905930385177,"[-0.6597741755872643, 0.20896558951314004]"
-3.337032413442318,-1.0932576041042137,"[-0.6360088141123608, 0.22417370553128477]"
-2.202219754946502,-0.8905133979133374,"[-0.7081890306389848, 0.22983908016875504]"
-2.526817037526615,-1.4132414820378298,"[-0.7366159110534846, 0.40108010938932687]"
-3.0827567916519847,-1.380093424113725,"[-0.6748748037857549, 0.3288669761064091]"
-2.6157888049855735,-1.2823055839057582,"[-0.7104340451513382, 0.34281433755447943]"
-2.693242792339735,-1.3550808335217674,"[-0.7096196584313708, 0.3601409991399831]"
-2.7204049212760806,-0.9417744164790934,"[-0.6637251263506488, 0.21377302502555923]"
-2.6447433637729723,-1.3344809862525902,"[-0.7128922791527398, 0.35828472361329206]"
-3.3027352175385123,-1.1201284249530616,"[-0.6398450657749869, 0.23400715858973622]"
-2.240655908214151,-0.939598605971587,"[-0.7109055511920569, 0.24714505458921762]"
-3.3942755088303573,-1.469179757443918,"[-0.6585086756772149, 0.3275472674324557]"
-3.5478473903614898,-1.5016739875379197,"[-0.6507674632513342, 0.32371214978597657]"
-1.9610714291903837,-1.4635723452472909,"[-0.8504824385406803, 0.5109389859617076]"
-2.3200253778968767,-1.4651797385631047,"[-0.7749589583465978, 0.45024692436458863]"
-2.727728635894923,-1.3490377378679592,"[-0.7052111839835572, 0.3542495629315306]"
-2.205313270106652,-1.4008719691904388,"[-0.7861276010488318, 0.4417580707574411]"
-2.208473427571536,-0.83309191967121,"[-0.698640174593848, 0.2055343541083328]"
-3.2553677809005634,-1.4881546161243688,"[-0.6697562543876469, 0.3454774314861225]"
-2.9023245388332928,-1.0243451163451511,"[-0.6579854179389624, 0.22989676268405004]"
-3.7508019436226285,-1.394741216322553,"[-0.6331711514092708, 0.2802269724391724]"
-3.781038182886345,-1.4891291352221123,"[-0.63688516387503, 0.30242244957621534]"
-2.7355547655078403,-0.8146224246698771,"[-0.6494746841581766, 0.1689351579536207]"
-3.7599183622766508,-1.3142168228750413,"[-0.6282201108630107, 0.2588517168098882]"
-3.2898159430092444,-0.9886729849522994,"[-0.631090940238873, 0.19641201933646166]"
-2.8075364851721463,-0.9908399994108252,"[-0.6618906040275572, 0.22496962392183686]"
-3.432299395171955,-1.3407663041936764,"[-0.647433428461119, 0.2882566459938932]"
-3.616111202967894,-0.8314339870587578,"[-0.6063197694826254, 0.1389239673929676]"
-2.5842723270436903,-1.3081451158258401,"[-0.7170308103469515, 0.3556084819335773]"
-2.784781493997042,-1.1957677567417928,"[-0.6840036947342005, 0.296086674064177]"
-2.275148682196231,-1.4270281646378389,"[-0.7773554503693221, 0.4417874183629712]"
-2.1879499746886206,-0.8947774347564432,"[-0.7106065994621976, 0.23268726993727581]"
-2.0416701727387254,-1.0198485847899377,"[-0.7523459083031176, 0.29952241221617043]"
-3.26336730765667,-1.2078231674269417,"[-0.6485777866643881, 0.26225025067806595]"
-3.539161349936581,-1.0551409625764425,"[-0.6232680894903132, 0.20255450798959815]"
-1.9744354239339492,-1.38738412059345,"[-0.8327802761801892, 0.47375930904561847]"
-2.4772677165146573,-1.3221013588786028,"[-0.7322116318281551, 0.3732766830754413]"
-2.964123238083156,-0.8928263795255272,"[-0.6419930920067958, 0.18366167363355185]"
-2.176399735754013,-1.029150171591797,"[-0.7331756166621256, 0.29003491072244125]"
-2.865329417893469,-0.8322811928544243,"[-0.642649212157751, 0.16873960368926363]"
-2.9932877795996586,-1.2684449650456175,"[-0.6727361581634548, 0.30178493488545544]"
-3.6950007959601097,-1.061666253527904,"[-0.6167858243825485, 0.1967297311296656]"
-3.217747797273172,-1.2688106465639444,"[-0.6560992296320577, 0.2836531323301986]"
-3.523740645393611,-1.0785120776603199,"[-0.6254664239507475, 0.2097348152855668]"
-3.630136548873015,-0.9868864292333936,"[-0.6150977896910405, 0.17989759650106826]"
-3.63035282099588,-1.325153291901507,"[-0.6353058917811867, 0.27004320422710326]"
-3.3312202374790423,-0.9848088524007519,"[-0.6286775974530697, 0.19320399548435946]"
-2.9079977848147425,-1.3267639149180912,"[-0.6852412845983143, 0.3283569105236751]"
-3.183319310556349,-0.999242001233494,"[-0.6377171367274189, 0.20517330896486669]"
-2.8377711939667583,-1.0098951348102485,"[-0.6614297646964137, 0.22937567218336447]"
-2.551595215985429,-0.8599303745998009,"[-0.6685106443288311, 0.19482239501675166]"
-2.0112239573702655,-1.2849152832050086,"[-0.8055382789111492, 0.4214962933231399]"
-3.4521287875729345,-1.2687837667642166,"[-0.6414987721789002, 0.2666822595642194]"
-2.9560238920996587,-1.4128502793292874,"[-0.6886124144763787, 0.35152554541963926]"
-2.788867423832638,-1.5000937762373463,"[-0.7137702578861753, 0.39898182967564166]"
-2.5348697701712246,-1.1594649287466858,"[-0.7054456821290745, 0.3063654816904097]"
-3.5229136507389978,-1.093717754422666,"[-0.6264689843224374, 0.21394581949127986]"
-2.4192028726648767,-1.0012148365993,"[-0.6986945223221717, 0.25711385646438456]"
-2.4577731900005277,-1.1166493437599212,"[-0.7090402500093578, 0.2977614562549196]"
-2.1449847980920076,-1.0928246558372734,"[-0.7480418411493163, 0.32020646676521547]"
-2.7898533521523277,-1.3117767518433223,"[-0.6950207552792056, 0.33498763209950666]"
-3.088008968052315,-1.1846988500127387,"[-0.6585069095779151, 0.2679091050201941]"
-2.169395262004605,-0.8163437777656358,"[-0.7005329142782694, 0.2010430159071921]"
-2.4939815149477056,-1.3655983121738664,"[-0.7353117443737667, 0.3875412435303653]"
-2.998120030109661,-1.2160794798683572,"[-0.6678244226881369, 0.28472156638381846]"
-2.4428379671200777,-1.1538456060450697,"[-0.7155196726477765, 0.3133690417653651]"
-2.681507718463415,-1.0693615938542216,"[-0.6804585655795321, 0.26106752548720774]"
-3.7023327423654737,-0.8936742893493443,"[-0.6068130022896217, 0.15242744589772286]"
-3.3946609785162747,-0.9931962820597293,"[-0.6260983453082715, 0.19247646159195855]"
-3.002221785536519,-1.2271691719677658,"[-0.6684601275273278, 0.28791147600689404]"
-3.0483124963715675,-0.8484362509225172,"[-0.6332437767850426, 0.1655848096135203]"
-3.082003838141842,-1.2668051277587526,"[-0.6656579962355929, 0.2938123755736851]"
-3.373317235327848,-0.8502490377854169,"[-0.6173047740844652, 0.1527332327209372]"
-3.6364026676924497,-1.0659079847808994,"[-0.619546370331567, 0.20065434797098025]"
-2.955179402973766,-1.0751269438920183,"[-0.6587235768161305, 0.24283338592445336]"
-3.617751830658744,-1.4008019979764166,"[-0.6405183195396567, 0.2911122457933659]"
-2.9470391481185207,-1.4258175268512856,"[-0.6905979782029178, 0.3566316820331706]"
-3.294969049964632,-0.8974331217260413,"[-0.6242469353465417, 0.16954149949839095]"
-2.5289966628780163,-1.0544498916487084,"[-0.6936029943769954, 0.26809405606729]"
-3.122852059840627,-0.8584213627762304,"[-0.6300129485706001, 0.16539138640728596]"
-2.1360302295529237,-1.0473778825324056,"[-0.7420632703040687, 0.30179160678544026]"
-2.725739576534137,-1.2126892029885847,"[-0.6913237363370179, 0.30725067031273184]"
-2.0043834617374254,-0.8519957419082994,"[-0.7279710024792346, 0.2279514851280018]"
-2.7088101981637447,-1.153804232306427,"[-0.6868337528387849, 0.2883321991362434]"
-3.18500725173528,-1.1104274976601352,"[-0.6461710133780854, 0.23853303897062714]"
-3.4272221927254924,-0.8326208296404155,"[-0.6137991854102018, 0.14574253056707684]"
-3.039464804742691,-1.2306142363976913,"[-0.6658781311531208, 0.2859781439519071]"
-2.696329138971905,-1.235354482341037,"[-0.6966375514608544, 0.31793841432119624]"
-3.5589537455648443,-0.9253349085054515,"[-0.6142948034091935, 0.16632335467579445]"
-2.7593663654867098,-1.5067479853887709,"[-0.7177922890190338, 0.4048678578606746]"
-3.1521472451004007,-1.0541829259097935,"[-0.6438326491587533, 0.22357902049173706]"
-2.875462519044671,-0.8267328613056144,"[-0.6414936254496693, 0.16643353555660403]"
-2.4066338264237896,-0.9097132327763489,"[-0.6881309952855579, 0.22281833669803605]"
-3.0824033158488486,-1.4529709024524644,"[-0.6808704139896977, 0.35149208545228294]"
-3.4144314901812653,-1.4525349131573804,"[-0.6560430910756421, 0.3211307591628583]"
-2.7058473067684057,-1.4179854450312994,"[-0.7148191245200651, 0.380668132912185]"
-2.042745201963559,-0.8117966981837581,"[-0.7154652701174559, 0.20731435848736426]"
-2.1467664571868403,-0.8909607947499498,"[-0.7152228889848314, 0.23420621936594382]"
-3.051731898769073,-1.2283730566089646,"[-0.6647617397168917, 0.28429274078565214]"
-3.490749124512254,-1.065122763757241,"[-0.6261936071704841, 0.2077683292608134]"
-1.9653989726485002,-0.8552135989028822,"[-0.7343179707644202, 0.23235757419493477]"
-3.7696180128541066,-1.1434501835352706,"[-0.6182723504050972, 0.21431711498596534]"
-3.02597016528906,-1.3931582404172793,"[-0.6806975954725621, 0.33831182925631564]"
-3.500941141833924,-1.4190008955418978,"[-0.6483904555606589, 0.30480326576729316]"
-2.903026053401986,-0.9771990032241323,"[-0.6536069213944419, 0.21441945189032696]"
-3.3822495846687866,-1.1569239192995247,"[-0.6379259157462521, 0.2396927675108096]"
-2.4745309649013323,-1.3159951344698129,"[-0.731820652197175, 0.37130763862041716]"
-2.8981915055559724,-0.788070244498321,"[-0.6365311014924033, 0.1527173408606831]"
-2.0435289707908244,-1.1002566476913973,"[-0.7662156398589798, 0.33491401056613196]"
-2.015874473824011,-1.489988842518144,"[-0.8416023829938493, 0.512543738816264]"
-2.4787334458023005,-1.4780523980960727,"[-0.7512932135238384, 0.4317935524768479]"
-3.099795801129041,-1.133008462631571,"[-0.6534879737187339, 0.2510937240084386]"
-3.4881147078964836,-0.7962950803069433,"[-0.6089637833218282, 0.133536496013525]"
-1.9031311059056129,-0.9212373104133696,"[-0.7572761328967653, 0.2681049696354403]"
-2.967140089377451,-0.9556947646439224,"[-0.6473424599479544, 0.20368466790576975]"
-2.1098154269069207,-1.024201012839613,"[-0.742259572155529, 0.29450566058841476]"
-3.0209438341871415,-1.2319423664267495,"[-0.6674118150771314, 0.28789553896192294]"
-2.437309493944478,-1.1258216514808606,"[-0.7126210632842441, 0.3032273947371986]"
-3.1726735498224947,-1.2562633315798184,"[-0.6582421327505098, 0.2833616158043152]"
-3.3801318822797874,-0.7667772278257825,"[-0.611279417886143, 0.1286979349849489]"
-3.7340039328970995,-1.3009081512991856,"[-0.6287090747939635, 0.25701292558097333]"
-3.0712033466838196,-1.2772921114078675,"[-0.6673407569892343, 0.29796287009836064]"
-3.059789860669332,-1.152490800667976,"[-0.6578562041327455, 0.259969104030839]"
-2.6867841730972755,-0.9790090428012249,"[-0.6703764354416305, 0.228962914060644]"
-2.165274646081083,-1.0898542115163425,"[-0.7444153854900003, 0.31674307732220625]"
-2.1696804747083256,-1.4302995215526848,"[-0.7975645291377235, 0.45971529291869884]"
-3.2421676065979628,-1.1047427917052557,"[-0.6422620516855805, 0.23322861906619574]"
-2.946059519332941,-0.7759735987149866,"[-0.6326880314924787, 0.146837906939311]"
-3.306563801520055,-1.453171585424173,"[-0.6634604982041259, 0.3305818505801216]"
-2.037283673257516,-0.9502959039610277,"[-0.7407401073649602, 0.26911919401616335]"
-2.681585904453364,-0.9736185798617325,"[-0.6702395985767505, 0.22742427739936136]"
-2.2807941107438023,-1.2662470519566218,"[-0.753171045822048, 0.3759552908671983]"
-2.5467770097121862,-1.2728389503949984,"[-0.7174403068993748, 0.346893639770953]"
-2.6938418334553975,-1.141785955051717,"[-0.6869978158519323, 0.28543987710725965]"
-1.8989496128015293,-1.0477449561481589,"[-0.7834493717235755, 0.32783465155953445]"
-3.212909831727363,-0.9728449079430913,"[-0.6340453527966936, 0.19568798774343266]"
-2.3785388958489793,-0.8310461925241693,"[-0.6805277108187939, 0.19411145923669104]"
-3.6734455083433124,-0.9551366789878051,"[-0.6114739849312638, 0.16966900561750142]"
-3.4771226762256386,-1.444228694405329,"[-0.6514815193683027, 0.31366407595591694]"
-2.9495858519887252,-0.861783857021115,"[-0.6401324810415217, 0.17438486358813907]"
-2.729938693759962,-1.2675162466699437,"[-0.6965668291300491, 0.32581931623796506]"
-2.617534293498188,-1.0967297318208857,"[-0.6895209917556696, 0.27602474999900245]"
-2.5111062864531872,-1.0301618078369899,"[-0.6925402750286273, 0.2605615163432141]"
-3.2994449393987573,-1.3240322195316756,"[-0.6546879531659148, 0.2935984016014531]"
-2.9980064455922735,-1.090664820392244,"[-0.6570059983542328, 0.24485814023127608]"
-1.9428247973255988,-1.3471950913656805,"[-0.832759239508024, 0.46078758694926253]"
-2.7851754123904997,-1.4345347656527507,"[-0.7076751381763103, 0.37715988445403825]"
-3.751133677504759,-1.1765595440516956,"[-0.6209169066639111, 0.22381706520599584]"
-2.789137824960116,-1.433617121733446,"[-0.7071570997785845, 0.3763958667459743]"
-3.5537875822200253,-1.2887918192441712,"[-0.6371455548076617, 0.2653484961561892]"
